interacts_with	plant	bird
interacts_with	biomedical_or_dental_material	chemical
interacts_with	amphibian	organism
interacts_with	biomedical_or_dental_material	enzyme
interacts_with	human	organism
interacts_with	chemical_viewed_structurally	organophosphorus_compound
interacts_with	carbohydrate	steroid
interacts_with	enzyme	vitamin
interacts_with	amphibian	bird
interacts_with	fungus	archaeon
interacts_with	neuroreactive_substance_or_biogenic_amine	vitamin
interacts_with	biologically_active_substance	hormone
interacts_with	organophosphorus_compound	eicosanoid
interacts_with	invertebrate	reptile
interacts_with	carbohydrate	pharmacologic_substance
interacts_with	inorganic_chemical	biologically_active_substance
interacts_with	lipid	immunologic_factor
interacts_with	amino_acid_peptide_or_protein	carbohydrate
interacts_with	hormone	receptor
interacts_with	chemical_viewed_structurally	carbohydrate
interacts_with	pharmacologic_substance	chemical
interacts_with	amino_acid_peptide_or_protein	indicator_reagent_or_diagnostic_aid
interacts_with	population_group	family_group
interacts_with	bacterium	vertebrate
interacts_with	element_ion_or_isotope	inorganic_chemical
interacts_with	steroid	receptor
interacts_with	nucleic_acid_nucleoside_or_nucleotide	lipid
interacts_with	professional_or_occupational_group	family_group
interacts_with	family_group	group
interacts_with	element_ion_or_isotope	receptor
interacts_with	chemical_viewed_structurally	steroid
interacts_with	nucleic_acid_nucleoside_or_nucleotide	chemical_viewed_functionally
interacts_with	reptile	organism
interacts_with	hazardous_or_poisonous_substance	chemical
interacts_with	animal	mammal
interacts_with	carbohydrate	hormone
interacts_with	steroid	chemical_viewed_functionally
interacts_with	carbohydrate	biomedical_or_dental_material
interacts_with	amphibian	human
interacts_with	chemical_viewed_structurally	indicator_reagent_or_diagnostic_aid
interacts_with	organophosphorus_compound	inorganic_chemical
interacts_with	plant	invertebrate
interacts_with	fungus	reptile
interacts_with	fish	mammal
interacts_with	organic_chemical	enzyme
interacts_with	biomedical_or_dental_material	immunologic_factor
interacts_with	chemical_viewed_structurally	nucleic_acid_nucleoside_or_nucleotide
interacts_with	pharmacologic_substance	biomedical_or_dental_material
interacts_with	pharmacologic_substance	neuroreactive_substance_or_biogenic_amine
interacts_with	neuroreactive_substance_or_biogenic_amine	enzyme
