aunt	Angela	Alfonso
aunt	Angela	Sophia
aunt	Gina	Alfonso
aunt	Gina	Sophia
aunt	Jennifer	Charlotte
aunt	Jennifer	Colin
aunt	Margaret	Charlotte
aunt	Margaret	Colin
brother	Alfonso	Sophia
brother	Arthur	Victoria
brother	Colin	Charlotte
brother	Emilio	Lucia
brother	James	Jennifer
brother	Marco	Angela
daughter	Angela	Francesca
daughter	Angela	Pierro
daughter	Charlotte	James
daughter	Charlotte	Victoria
daughter	Jennifer	Andrew
daughter	Jennifer	Christine
daughter	Lucia	Maria
daughter	Lucia	Roberto
daughter	Sophia	Lucia
daughter	Sophia	Marco
daughter	Victoria	Christopher
daughter	Victoria	Penelope
dunur	Andrew	Christopher
dunur	Andrew	Penelope
dunur	Christine	Christopher
dunur	Christine	Penelope
dunur	Christopher	Andrew
dunur	Christopher	Christine
dunur	Francesca	Maria
dunur	Francesca	Roberto
dunur	Maria	Francesca
dunur	Maria	Pierro
dunur	Penelope	Andrew
dunur	Penelope	Christine
dunur	Pierro	Maria
dunur	Pierro	Roberto
dunur	Roberto	Francesca
dunur	Roberto	Pierro
father	Andrew	James
father	Andrew	Jennifer
father	Christopher	Arthur
father	Christopher	Victoria
father	James	Charlotte
father	James	Colin
father	Marco	Alfonso
father	Marco	Sophia
father	Pierro	Angela
father	Pierro	Marco
father	Roberto	Emilio
father	Roberto	Lucia
husband	Andrew	Christine
husband	Arthur	Margaret
husband	Charles	Jennifer
husband	Christopher	Penelope
husband	Emilio	Gina
husband	James	Victoria
husband	Marco	Lucia
husband	Pierro	Francesca
husband	Roberto	Maria
husband	Tomaso	Angela
husband2	Arthur	Margaret
husband2	Charles	Jennifer
husband2	Emilio	Gina
husband2	James	Victoria
husband2	Marco	Lucia
husband2	Tomaso	Angela
mother	Christine	James
mother	Christine	Jennifer
mother	Francesca	Angela
mother	Francesca	Marco
mother	Lucia	Alfonso
mother	Lucia	Sophia
mother	Maria	Emilio
mother	Maria	Lucia
mother	Penelope	Arthur
mother	Penelope	Victoria
mother	Victoria	Charlotte
mother	Victoria	Colin
nephew	Alfonso	Angela
nephew	Alfonso	Emilio
nephew	Alfonso	Gina
nephew	Alfonso	Tomaso
nephew	Colin	Arthur
nephew	Colin	Charles
nephew	Colin	Jennifer
nephew	Colin	Margaret
niece	Charlotte	Arthur
niece	Charlotte	Charles
niece	Charlotte	Jennifer
niece	Charlotte	Margaret
niece	Sophia	Angela
niece	Sophia	Emilio
niece	Sophia	Gina
niece	Sophia	Tomaso
person	Alfonso
person	Andrew
person	Angela
person	Arthur
person	Charles
person	Charlotte
person	Christine
